L_Come;L_Interlocut;Customer Account # / Cliente;Customer Name/Solic;Customer Name2;RUTA VENTA;City;Calle;LATITUT;LONGITUTD;FRECUENCIA
FSE;204571;11684818;FRANQUICIAS DEL LAGO SAC;SUBWAY;KF2;SAN MIGUEL;AV DE LA MARINA 1505 BARTOLOME HERR;-12.0793465;-77.0781607;MJ
FSE;210375;11684820;GRUPO SAN GABRIEL SAC;BUENA VISTA CAFE;ZCE;MIRAFLORES;MLC DE LA MARINA CDR 1 S/N MEDIO DE;-12.1189174;-77.0452098;MXJVS
FSE;210375;11684881;GASTROBIZ SAC;SUBWAY;KF2;SURQUILLO;AV ANGAMOS ESTE 1803 INT E 7;-12.111681;-77.0125238;LXV
FSE;205356;11684882;GASTROBIZ SAC;SUBWAY;KF2;SAN ISIDRO;AV RICARDO RIVERA NAVARRETE 857 JAR;-12.0954388;-77.026473;LXV
FSE;210375;11684959;RESTAURANTE 11:11 EIRL;RESTAURANTE 11:11 E.I.R.L.;ZCE;MIRAFLORES;CA BOLIVAR 215;-12.1256687;-77.0277482;MXJVS
FSE;210368;11685218;APUDEX SAC;;ZCE;EL AGUSTINO;AV NICOLAS AYLLON 2635;-12.0603174;-76.9783488;MV
FSE;211506;11685690;SIGDELO SAC;;KF2;CALLAO;AV ARGENTINA 2951;-12.0495651;-77.1133984;MJ
FSE;204565;11685692;SOCIEDAD HAPPYLAND PERU SA;HAPPYLAND MALL PLAZA COMAS;ASA;COMAS;AV LOS ANGELES 602 URB EL ALAMO ET;-11.9370192;-77.0662102;MV
FSE;210375;11685693;QUATRO CAFE SAC;;ZCE;MIRAFLORES;AV JOSE PARDO 545;-12.1192377;-77.0342732;MXJVS
FSE;210371;11686410;RUDANI INVERSIONES SAC;LA CUADRA DE SALVADOR;ZBE;SAN BORJA;AV PRIMAVERA 1053 URB CHACARILLA;-12.1104205;-76.9822959;JS
FSE;210369;11687285;ABU ABU SAC;;KG3;SANTIAGO DE SURCO;CA ARICOTA 109 URB TAMBO DE MONTERR;-12.1147378;-76.9920205;JS
FSE;210375;11687318;OTOSHI SAC;OTOSHI S.A.C.;ARZ;MIRAFLORES;CA CORONEL INCLAN 936;-12.1102286;-77.0313302;MXJVS
FSE;210369;11687693;INVERSIONES ACJJ SAC;;ZBQ;SANTIAGO DE SURCO;AV PRIMAVERA 1292;-12.1101853;-76.9752125;JS
FSE;210371;11687695;POLO BURGERS SAC;;ZCE;SANTIAGO DE SURCO;AV EL POLO 695 INT L11;-12.1011794;-76.9716773;JS
FSE;205356;11688145;CORAZON PANDA SAC;;ARY;MAGDALENA DEL MAR;CA FELIX DIBOS 1024 URB ORRANTIA D;-12.0963253;-77.0593031;MV
FSE;210368;11688286;GRAND CENTRAL SAC;;ARY;SAN JUAN DE LURIGANCHO;AV EL SOL MZ G LT 14 SAN CARLOS;-11.9835502;-77.0092674;LJ
FSE;210368;11688288;INVERSIONES LAS CANASTAS SAC;LAS CANASTAS ROYAL PLAZA;ZAY;INDEPENDENCIA;AV CARLOS IZAGUIRRE 287 INT A1  CC;-11.9902005;-77.0627435;MV
FSE;210375;11688654;INVERSIONES INMOBILIARIAS LA P;INNSIDE MIRAFLORES BY MELIA;ASA;MIRAFLORES;CA ERNESTO DIEZ CANSECO 344;-12.1223189;-77.0272181;MXJVS
FSE;210374;11688772;HAPPY KIDS GAMES SAC;;ZAY;LINCE;CA LAS LILAS 115 INT 202 URB SAN EU;-12.0864863;-77.0282181;LXV
FSE;210372;11689334;ABREGU TELLO PEDRO ABEL;PAPUCHO;ZAY;LIMA;AV NUEVE DE DICIEMBRE 365;-12.0602247;-77.0397203;X
FSE;210371;11689931;MAVESCO SAC;PIZZERIA LA LINTERNA;WA4;SAN BORJA;JR. PASEO DEL BOSQUE NRO. 517 URB.;-12.1052886;-76.9904767;JS
FSE;210374;11689952;CENTRO ESPAÑOL DEL PERU;REINA SOFIA;WA4;JESUS MARIA;AV SALAVERRY 1910;-12.0832699;-77.0473019;XS
FSE;210369;11689990;SILVAT SAC;;ARY;SANTIAGO DE SURCO;JR LOS CAFETOS MZA F LOTE 20;-12.0966882;-76.9629261;JS
FSE;205356;11690060;ACM INVERSIONES SAC;;ZBE;SAN ISIDRO;AV LOS CONQUISTADORES 170;-12.0976244;-77.0361021;LXV
FSE;204576;11690063;LA PANERA FACTORY SAC;LA PANERA FACTORY;KG3;PUEBLO LIBRE;AV. GENERAL VARELA 2034;-12.0677593;-77.0534317;J
FSE;210371;11690135;PERCAPITALS SAC;;KF2;SAN BORJA;JR VITTORE SCARPAZZA CARPACCIO 221;-12.090301;-77.0048432;JS
FSE;205356;11690485;ITALIAN PRIME SAC;;ZCE;SAN ISIDRO;AV SANTO TORIBIO 173 INT 101;-12.0972731;-77.0384945;LXV
FSE;210372;11690754;GOLDEN TAMBO INVERSIONES SAC;;ZCE;LIMA;JR DE LA UNION 1066;-12.0531019;-77.0360313;X
FSE;210368;11690930;TONYS SERVICES MARITIME EIRL;;ARY;SAN JUAN DE LURIGANCHO;SECTOR 3 MZ 163 LT 32 GRU 4 HUASCAR;-11.9700372;-77.0090349;LJ
FSE;210374;11690931;SILVER STAR SAC;GOLDEN KING COFFEE;ZCE;JESUS MARIA;AV SAN FELIPE 697 URB FUNDO OYAGUE;-12.0825129;-77.0509873;XS
FSE;204571;11691238;PM SOLUCIONES SAC;;ARY;SAN MIGUEL;CA MARISCAL ANTONIO JOSE DE SUCRE 6;-12.0877509;-77.0771863;MJ
FSE;210375;11691685;ALVACE SAC;;ZBQ;MIRAFLORES;AV AREQUIPA 4595 URB SURQUILLO;-12.1115251;-77.0300941;MXJVS
FSE;210369;11692039;GOGONIKE SAC;;KG3;SANTIAGO DE SURCO;AV INTIHUATANA 821 URB RESIDENCIAL;-12.1185896;-76.9968818;JS
FSE;210347;11692122;CENTRO DE OPERACIONES LOGISTIC;RUSTICA;KF2;LIMA;JR SANTA FRANCISCA ROMANA 908 PALOM;-12.0609025;-77.0767041;X
FSE;210374;11692714;PUERTO MADERO SAC;LA BISTECCA - MOZART EUROPEAN;WA4;JESUS MARIA;AV GENERAL FELIPE SALAVERRY 2370;-12.0906114;-77.0522705;XS
FSE;205356;11692963;SOANPRO SOCIEDAD ANONIMA DE PR;SOANPRO S.A.C.;KG3;SAN ISIDRO;AV SANTA CRUZ 190 URB CHACARILLA SA;-12.1043593;-77.0323256;LXV
FSE;210374;11693131;SALVE LUIGI SAC;;ZBE;SAN ISIDRO;AV DOS DE MAYO 793;-12.0916215;-77.0395613;LXV
FSE;204617;11693503;GRUPO TATA PIZZA EIRL;;WA4;CIENEGUILLA;CA JERUSALEN MZ B LT 10 URB VILLA T;-12.1110341;-76.8233174;V
FSE;211525;11693570;ACTIVE FUN DIVERSION PERU SAC;MR JOY;ZAY;ATE;PRO JAVIER PRADO 8680 INT M101;-12.0433962;-76.9316733;LV
FSE;210375;11693571;INTRO LARCO 835 SAC;;ZCE;MIRAFLORES;AV JOSE LARCO 835;-12.1262849;-77.029346;MXJVS
FSE;210369;11693627;CONSORCIO MEDITERRANEO SAC;DON BUFFET - MEDITERRANEO;ZCE;SANTIAGO DE SURCO;PJ MONTEVERDI 177 URB CHACARILLA DE;-12.1117023;-76.9917951;JS
FSE;205356;11693756;REPSOL COMERCIAL SAC;SPRINT;ZBO;SAN ISIDRO;AV VICTOR ANDRES BELAUNDE 147 INT;-12.0986426;-77.0367072;LXV
FSE;210368;11693957;AGAJAIVI SAC;;ZCE;EL AGUSTINO;CA LAS ESMERALDAS 907 COO HU;-12.0307261;-76.9993226;MV
FSE;210372;11694232;CORPORACION IBEROAMERICANA DE;;ASA;LIMA;JR DE LA UNION 958;-12.0509048;-77.0351114;X
FSE;210369;11694234;INVERSIONES FALAFEL SAC;;ZBE;SANTIAGO DE SURCO;AV CAMINOS DEL INCA SN;-12.1313259;-76.9824499;JS
FSE;210375;11694306;EMPRESA DE TURISMO ANDINO SRL;;ZCE;MIRAFLORES;JR GOMEZ DEL CARPIO 173 URB. BARRIO;-12.1177357;-77.0151599;MXJVS
FSE;210375;11694370;PANADERIA LINARES EIRL;;ZCE;MIRAFLORES;CA MANUEL TOVAR 433 URB SANTA CRUZ;-12.1151746;-77.0434621;MXJVS
FSE;210371;11694534;LA CABRERA MIRAFLORES SAC;LA CABRERA;ZBE;SANTIAGO DE SURCO;AV EL POLO 284;-12.1072706;-76.9739294;JS
FSE;210375;11694913;CORAZON PANDA SAC;PANACA;ARY;MIRAFLORES;AV.JOSE PARDO 578 URB. SURQUILLO;-12.1189457;-77.0344392;MXJVS
FSE;210375;11694914;HOTELES LA HACIENDA SAC;;ASA;MIRAFLORES;AV 28 DE JULIO 511 URB MIRAFLORES;-12.1268194;-77.0292759;MXJVS
FSE;210375;11695196;LA CAPSULA SAC;PUKU PUKU CAFE;ZCE;MIRAFLORES;CA MARISCAL LA MAR 1232 URB. SANTA;-12.110563;-77.0483299;MXJVS
FSE;210375;11695638;PATTY PASTELERIA ARTESANAL SAC;;KG3;MIRAFLORES;CA MANUEL MIOTA 578 URB SAN ANTONIO;-12.1292183;-77.018311;MXJVS
FSE;210368;11695969;COSTA DEL SOL SA;;ASA;CALLAO;AV ELMER FAUCETT S/N INT;-12.0229311;-77.1070991;MJ
FSE;205356;11695970;COSTA DEL SOL SA;;ASA;MAGDALENA DEL MAR;AV SALAVERRY 3060;-12.0974147;-77.055765;MV
FSE;210374;11695972;CALUGA INVERSIONES SAC;CALUGA;ZCE;JESUS MARIA;AV PUNTA DE ESTE 2403 DPTO 5TO INT;-12.0900055;-77.0533327;XS
FSE;204565;11696038;SOCIEDAD HAPPYLAND PERU SA;HAPPYLAND  PRO;ASA;SAN MARTIN DE PORRES;AV ALFREDO MENDIOLA 7042 INT EX02 U;-11.9401845;-77.0697882;LJ
FSE;205356;11696098;CONSORCIO MEDITERRANEO SAC;DON BUFFET - MEDITERRANEO;ZCE;SAN ISIDRO;AV AUGUSTO PEREZ ARANIBAR 2187;-12.1035902;-77.0580606;LXV
FSE;205356;11696200;CORAZON PANDA SAC;;ARY;SAN ISIDRO;AV RIVERA NAVARRETE 495 URB JARDIN;-12.0921882;-77.0267187;LXV
FSE;210374;11696410;BONO SAC;;ZCE;JESUS MARIA;AV GRAL SALAVERRY 2370;-12.0895963;-77.0524786;XS
FSE;210371;11696411;CHMM SAC;TORI;ZCE;SAN BORJA;JR PASEO DEL BOSQUE 517 URB CHACARI;-12.1052882;-76.9905786;JS
FSE;210371;11696547;CINCO MILLAS SAC;;WA4;SANTIAGO DE SURCO;AV EL POLO 695 INT L-12;-12.1013489;-76.9717923;JS
FSE;210369;11697271;JUEGO Y AVENTURA REAL SAC;CASINO PALACE;ASA;SANTIAGO DE SURCO;AV AVIACION 4543 INT 4545 URB RESID;-12.1212895;-76.9978729;JS
FSE;210375;11697344;MONTELUNA SAC;HOTEL ANTARA;ASA;MIRAFLORES;CA ALCANFORES 450;-12.1243805;-77.0280263;MXJVS
FSE;210349;11697570;CHAVARRIA DELGADO LIZ HELLEN;;ARZ;LOS OLIVOS;AV LAS PALMERAS 5629 URB VILLASOL;-11.9682856;-77.0717891;LJ
FSE;210375;11698167;BRISA ASOCIADOS SAC;;WA4;MIRAFLORES;AV SANTA CRUZ 1296;-12.1158806;-77.0415875;MXJVS
FSE;210375;11698704;STARFOOD PERU SAC;MAMMA TOMATO;WA4;SURQUILLO;AV  ARAMBURU 878;-12.1023831;-77.0215258;LXV
FSE;210368;11698705;STARFOOD PERU SAC;MAMMA TOMATO;WA4;LOS OLIVOS;AV CARLOS ALBERTO IZAGUIRRE 728 URB;-11.9905211;-77.0697968;LJ
FSE;210371;11698706;STARFOOD PERU SAC;MAMMA TOMATO;WA4;SANTIAGO DE SURCO;OTR PARCELA N H FND MONTERRICO CHIC;-12.107507;-76.9639515;JS
FSE;210371;11698707;STARFOOD PERU SAC;MAMMA TOMATO;WA4;SANTIAGO DE SURCO;AV PRIMAVERA 132 URB CHACARILLA DEL;-12.1113042;-76.9915013;JS
FSE;210375;11698708;STARFOOD PERU SAC;MAMMA TOMATO;WA4;MIRAFLORES;AV ALFREDO BENAVIDES 801 INT  102D;-12.1252179;-77.0241744;MXJVS
FSE;205356;11698837;FARENHEIT SAC;;WA4;SAN ISIDRO;AV CONQUISTADORES 396;-12.100013;-77.0218907;LXV
FSE;210371;11698930;NONNA EMILIA PIZZA SAC;;ZCE;LA VICTORIA;JR ITALIA 1043 PJ MATUTE  ESTADIO A;-12.0699477;-77.0201521;X
FSE;210368;11699691;SALCHICHERIAS DEL PERU SAC;;ARY;SAN MARTIN DE PORRES;MZA I LT 05 URB CHICMABAMBA CRUCE A;-11.9994705;-77.106387;LJ
FSE;210375;11699824;GOLDEN BEAN SAC;;KG3;SURQUILLO;JR MANUEL GONZALES PRADA 543;-12.1166059;-77.02448;LXV
FSE;210371;11700048;CORAZON PANDA SAC;;ARY;SANTIAGO DE SURCO;AV PRIMAVERA 2531 URB PARQUE PRIM;-12.1034362;-76.9634177;JS
FSE;205356;11700531;PREMIUM STICKS SAC;;ASA;SAN ISIDRO;CA PANCHO FIERRO 131 URB FUNDO COND;-12.0971182;-77.0351525;LXV
FSE;210374;11700730;LE SHENG INVERSIONES SAC;KINGDOM HOTEL;ASA;LINCE;JR CORONEL LEON VELARDE 120;-12.0824863;-77.0360755;LXV
FSE;210375;11701155;CONSORCIO PANADERIA CENTRAL SA;;ZCE;SURQUILLO;JR LEONCIO PRADO 547;-12.1173294;-77.0233072;LXV
FSE;210371;11701692;GOLDEN INVESTMENT SA;CASINO GOLDEN PALACE;ASA;SAN ISIDRO;AV REPUBLICA DE PANAMA 3155 URB EL;-12.0958623;-77.0207807;LXV
FSE;210369;11701693;FUNDOS ZEVALLOS SAC;CANASTAS;ZAY;SANTIAGO DE SURCO;AV CAMINOS DEL INCA 22;-12.1315535;-76.9817709;JS
FSE;210375;11701967;FUNDOS ZEVALLOS SAC;LAS CANASTAS MIRAFLORES;ZAY;MIRAFLORES;AV ANGAMOS OESTE 599;-12.1141781;-77.0346421;MXJVS
FSE;210368;11702415;GRAND CENTRAL SAC;;ARY;LOS OLIVOS;AV ALFREDO MENDIOLA 6377  UNI UTP;-11.9528638;-77.070197;LJ
FSE;210372;11702668;DE 7 A 11 SAC;LA COLMENA MARKET;ZCE;LIMA;AV NICOLAS DE PIEROLA 519;-12.0487636;-77.0389444;X
FSE;210375;11702812;ANIMALE SAC;;ZBE;MIRAFLORES;CA COLON 501 URB MIRAFLORES;-12.1281942;-77.0311927;MXJVS
FSE;205356;11703744;AGAAYM SAC;LA PARMESANA RISTORANTE;ZCE;SAN ISIDRO;AV CONQUISTADORES 1118;-12.1075659;-77.0372912;LXV
FSE;210375;11703824;FREFRA SAC;ETCETERA;KG3;MIRAFLORES;CA ARICA 275;-12.1171136;-77.0359394;MXJVS
FSE;205356;11703826;FORESTA HOTELES SAC;MANTO HOTEL LIMA SAN ISIDRO;ASA;SAN ISIDRO;AV LOS LIBERTADORES 490;-12.1028002;-77.037727;LXV
FSE;210375;11704625;THUNDERBIRD - SALSA'S SAC;;ASA;MIRAFLORES;AV BENAVIDES 509 URB LEURO;-12.1245679;-77.0277335;MXJVS
FSE;210375;11704643;FRISKA SAC;;ZBQ;SURQUILLO;JR DOMINGO MARTINEZ LUJAN 1144;-12.1088005;-77.0162335;LXV
FSE;210368;11704645;GRUPO CULINARIA II SAC;;ARY;SAN MARTIN DE PORRES;MZ I LOTE 05 ASOC VIVIENDA CHICMABA;-11.9996054;-77.1063871;LJ
FSE;204576;11705018;DELIBAKERY PERU SAC;;KG3;PUEBLO LIBRE;AV BOLIVAR 1841  MAGDALENA VIEJA;-12.0701338;-77.073443;J
FSE;204571;11705503;CONSTRUCTORA CONCEPCION SAC;;KG3;SAN MIGUEL;AV.LA COSTANERA 2098 URB CIUDAD DE;-12.0827908;-77.1023931;MJ
FSE;210375;11705601;BURGERS MIRAFLORES SAC;;ZBQ;MIRAFLORES;AV VASCO NUÑEZ 755 INT 5;-12.1292135;-77.0245786;MXJVS
FSE;205356;11705602;ESTILO Y CAMPO SAC;DE TINTO Y BIFE;ZBE;SAN ISIDRO;AV LOS CONQUISTADORES 605 URB. SAN;-12.1020751;-77.0366623;LXV
FSE;210374;11705724;RIVERA CHAVARRIA VANESSA JHOSE;VANESSA JHOSELLINE RIVERA CHAVARRÍA;ZAY;JESUS MARIA;JR HUIRACOCHA 1796;-12.0801835;-77.0512723;XS
FSE;210347;11706069;RC GOURMET SAC;POMODORO COSTA;ZAY;LIMA;AV PRLG ARICA 1865  OUTLET DE RENZO;-12.0551929;-77.0591846;X
FSE;210374;11706302;GAMING AND SERVICES SAC;LIBERTY CARRERA;ASA;LINCE;AV ARENALES 1814 A;-12.0828283;-77.0359636;LXV
FSE;205356;11706599;IHI PERU SAC;;ASA;SAN ISIDRO;CA CORONEL ODRIOZOLA 112 URB SAN IS;-12.0980959;-77.0320843;LXV
FSE;204571;11706600;CONSORCIO MEDITERRANEO SAC;DON BUFFET - MEDITERRANEO;ZCE;SAN MIGUEL;AV LA MARINA 2355 INT LC12  C.C. OP;-12.0789842;-77.0877668;MJ
FSE;204570;11706664;CONSTRUCTORA CONCEPCION SAC;DELIBAKERY;KG3;LA PUNTA;AV BUENOS AIRES 250;-12.0726967;-77.1632653;M
FSE;204571;11706665;CONSORCIO MEDITERRANEO SAC;DON BUFFET - MEDITERRANEO;ZCE;SAN MIGUEL;AV LA MARINA 2355 INT LC13  C.C. OP;-12.0787248;-77.0879016;MJ
FSE;210371;11706788;GAMING AND SERVICES SAC;LIBERTY CRAZY;ASA;SAN BORJA;AV AVIACION 3424-3430  ESQUINA CON;-12.105613;-77.0013052;JS
FSE;205356;11707169;CHECHA SI SAC;;ZBQ;SAN ISIDRO;AV FELIPE PARDO Y ALIAGA 525;-12.1074424;-77.0376838;LXV
FSE;210375;11707350;SANTO SPIRITO SRL;MATSUEI;ARZ;MIRAFLORES;CA ATAHUALPA 197 URB CERCADO DE MIR;-12.1182684;-77.0304222;MXJVS
FSE;210375;11707516;THUNDERBIRD - SALSA'S SAC;SALSA'S-CAFE 21;ASA;MIRAFLORES;CA ALCANFORES 491;-12.1244303;-77.0276616;MXJVS
FSE;210369;11707783;ALMENDRA CAFE 2 SAC;;KG3;SANTIAGO DE SURCO;AV CAMINOS DEL INCA NRO 1533 URB LA;-12.1252438;-76.9827378;JS
FSE;210368;11708105;MORPHO TRAVEL PERU SAC;MORPHO TRAVEL EXPERIENCE;ZCE;CALLAO;AV MORALES DUAREZ NRO S/N;-12.0208467;-77.1188361;MJ
FSE;210368;11708311;DESSERT FACTORY PERU SAC;;ZBO;SAN MARTIN DE PORRES;JR APURIMAC 3530 URB PERU;-12.0332198;-77.0867837;LJ
FSE;205356;11708314;TANUKI KONBINI SAC;;ZBQ;SAN ISIDRO;AV BELEN 265 RES SANTA CRUZ;-12.1054874;-77.0473202;LXV
FSE;210375;11709068;MAMBRINO SAC;LUCIO CAFFE 28 DE JULIO;WA4;MIRAFLORES;AV 28 DE JULIO 1005 URB SAN ANTONIO;-12.1298067;-77.0221455;MXJVS
FSE;210375;11709376;CERBERUS CK SAC;;ZBQ;SURQUILLO;JR PORTOCARRERO 344;-12.1079917;-77.0179814;LXV
FSE;210371;11709676;SOCIEDAD HAPPYLAND PERU SA;HAPPYLAND JOCKEY PLAZA;ASA;SANTIAGO DE SURCO;AV JAVIER PRADO ESTE 4200 DPTO S9 I;-12.0867324;-76.9788661;JS
FSE;210372;11709677;MAMBRINO SAC;LUCIO CAFFE CENTRO CIVICO;WA4;LIMA;AV INCA G DE LA VEGA 1337  CENTRO C;-12.0561257;-77.0367216;X
FSE;210371;11709799;PANIFICACION INDUSTRIAL LA NUE;PANIFICACION INDUSTRIAL LA NUEZ;KG3;SAN BORJA;AV SAN LUIS 2671;-12.1017047;-76.9942562;JS
FSE;210375;11709972;EPIQUS HOTEL EIRL;EPIQUS HOTEL E.I.R.L.;ASA;MIRAFLORES;CA LA ESPERANZA 370 URB N RODRIGO;-12.1204981;-77.0259831;MXJVS
FSE;210371;11710170;PANIFICACION INDUSTRIAL LA NUE;;KG3;SAN BORJA;AV SAN LUIS 2441 URB. SAN BORJA SUR;-12.0978549;-76.9947171;JS
FSE;205356;11710366;SERVICIOS COMERCIALES Y TURIST;;WA4;SAN ISIDRO;CA DEAN VALDIVIA 161 URB JARDIN CRU;-12.0931334;-77.0274055;LXV
FSE;210375;11710372;CORPORACION KYMA SAC;;ASA;MIRAFLORES;CA ATAHUALPA 134 URB SURQUILLO AVE;-12.118588;-77.0302722;MXJVS
FSE;205356;11710721;LUOXO SAC;;ASA;SAN ISIDRO;CA LOS EUCALIPTOS 550 URB SANTA;-12.097483;-77.0483782;LXV
FSE;204576;11710927;SAN SHERBEL FOOD SERVICES SAC;;KG3;JESUS MARIA;AV HORACIO URTEAGA1514;-12.0762935;-77.0506571;XS
FSE;210374;11710985;BENDEZU PORRAS GLADIS GLORIA;POLLO RANCHERO;WA4;LINCE;CA MARISCAL LAS HERAS 209;-12.0862299;-77.0339758;LXV
FSE;210374;11711056;MAMBRINO SAC;LUCIO DOS DE MAYO;WA4;SAN ISIDRO;AV 2 DE MAYO 690 URB LOS ROSALES;-12.0913037;-77.0392109;LXV
FSE;210375;11711112;HOLENSTEIN LOTTE ELISABETH;;ZCE;SURQUILLO;JR GOMEZ DEL CARPIO 173 URB. BARRIO;-12.1176571;-77.0153122;LXV
FSE;210375;11711298;INVERSIONES ALDANA SAC;;ASA;MIRAFLORES;CA BOLOGNESI 191;-12.1200063;-77.0357573;MXJVS
FSE;210369;11711375;SILVAT SAC;PIATTO;ARY;SANTIAGO DE SURCO;PRO PRIMAVERA 2390;-12.1041962;-76.9634537;JS
FSE;210375;11711902;INVERSIONES SERGA SAC;LE COQ;ZBQ;MIRAFLORES;AV SANTA CRUZ 828;-12.1110569;-77.0375582;MXJVS
FSE;210375;11711903;INVERSIONES SERGA SAC;LA PLAZITA;ZBQ;MIRAFLORES;AV VASCO NUÑEZ DE BALBOA 285 URB. A;-12.1322779;-77.0270107;MXJVS
FSE;204571;11712066;NEWPORT CAPITAL SAC;;ASA;SAN MIGUEL;AV DE LA MARINA 2159 URB FERIA INT;-12.0785514;-77.0837534;MJ
FSE;210369;11712067;LYNCH CAFE DESIGN SAC;LYNCH CAFE;WA4;SANTIAGO DE SURCO;AV DEL PINAR 137 URB CHACARILLA DEL;-12.1122508;-76.9896327;JS
FSE;210368;11712347;TINTO Y CARBON SAC;LA VACA Y SUS AMIGOS;ZBE;LOS OLIVOS;AV SANTIAGO ANTUNEZ DE MAYOLO 929 U;-11.9936999;-77.0715522;LJ
FSE;210368;11712437;PARRILLA ARGENTA SAC;LA VACA Y SUS AMIGOS;ZBE;LOS OLIVOS;AV SANTIAGO ANTUNEZ DE MAYOLO 929 U;-11.9936974;-77.0715512;LJ
FSE;210375;11712713;LOS ROLLS DE DIEGO EIRL;;ZCE;MIRAFLORES;AV DEL EJERCITO 546 URB. SANTA CRUZ;-12.1155873;-77.0459454;MXJVS
FSE;205356;11712839;LP GOURMET SAC;LA PRINCIPAL;ZBQ;SAN ISIDRO;AV REPUBLICA DE COLOMBIA 305;-12.0984995;-77.0307569;LXV
FSE;210375;11712927;TIERRA NOBLE SAC;RESTAURANTE MAYTA;ZBQ;MIRAFLORES;CA DOMINGO CHOQUEHUANCA 351;-12.1099139;-77.049212;MXJVS
FSE;210368;11712928;INVERSIONES PALCARI EMPRESA IN;DJULIA;KG3;LOS OLIVOS;AV CARLOS ALBERTO IZAGUIRRE 948 URB;-11.99111;-77.0727853;LJ
FSE;210369;11713064;GRUPO ONCE SAC;DON MAMINO;KG3;SANTIAGO DE SURCO;AV CAMINOS DEL INCA CUADRA 22  RES;-12.1298297;-76.9825788;JS
FSE;210375;11713201;33 REVOLUCIONES SAC;;KG3;MIRAFLORES;AV SANTA CRUZ 1068 DPTO 101 URB. CH;-12.1135212;-77.0398276;MXJVS
FSE;205356;11713202;MADRE & CO SAC;;KG3;SAN ISIDRO;AV ALVAREZ CALDERON 111;-12.1057709;-77.039467;LXV
FSE;210374;11713449;MIDORISAN EIRL;;ARY;JESUS MARIA;AV GENERAL LUIS MIGUEL SANCHEZ CER;-12.0835045;-77.0490366;XS
FSE;210375;11713469;TENTACIONES GOURMET SAC;;ZBQ;MIRAFLORES;CA IGNACIO MERINO 451  CRUCE AV EL;-12.1135568;-77.0461042;MXJVS
FSE;210375;11713529;GSJ PASTICCERE SAC;VEKIA;ZCE;MIRAFLORES;AV REDUCTO 938 URB LEURO;-12.1275568;-77.0243529;MXJVS
FSE;210375;11713535;MAISA PERU SAC;MAISA PERU SAC;WA4;SURQUILLO;AV DOMINGO MARTINEZ LUJAN 1267  ALT;-12.107549;-77.0165758;LXV
FSE;210371;11693282;NEW DEAL SAC;;ASA;SANTIAGO DE SURCO;JR EL POLO 706 INT C202 URB LIMA PO;-12.1012574;-76.9715595;JS
FSE;205356;11713700;DREAMS CORPORATION SAC;;ASA;MAGDALENA DEL MAR;AV PERSHING 610;-12.0898023;-77.058504;MV
FSE;210374;11713702;DREAMS CORPORATION SAC;;ASA;LINCE;AV ARENALES 1790;-12.0822427;-77.0360982;LXV
FSE;210369;11713771;SUN NIPPON COMPANY SAC;;ASA;SANTIAGO DE SURCO;AV PRIMAVERA 1500;-12.1100055;-76.9726868;JS
FSE;205356;11713775;SOFIA'S INTEGRAL SERVICE SAC;CANASTAS MAGDALENA;ZAY;MAGDALENA DEL MAR;AV BRASIL 3416 URB OYAGUE;-12.0887369;-77.0669173;MV
FSE;210375;11713919;NAPOLEON PARIS SAC;NAPOLÉON HAUTE PÂTISSERIE;ZCE;MIRAFLORES;CA JOSE DE LA TORRE UGARTE 280;-12.1169687;-77.0436409;MXJVS
FSE;210368;11713966;DREAMS CORPORATION SAC;DREAMS;ASA;INDEPENDENCIA;AV CARLOS IZAGUIRRE MZ C LT 24 URB.;-11.9899302;-77.061332;MV
FSE;210374;11714116;CORPORACION HAZZLO SAC;;KG3;LINCE;JR LEON VELARDE 510;-12.0830845;-77.0401695;LXV
FSE;211525;11714746;HTC PRODUCCIONES EIRL;;ZBN;ATE;AV 26 DE MAYO MZ C LT 7 URB. ZAVALE;-12.0288591;-76.9399986;LV
FSE;210368;11715014;PETIT GATEAU SAC;;KG3;SAN JUAN DE LURIGANCHO;CA LOS PLAMITOS 356;-12.0137436;-77.006967;LJ
FSE;210375;11715238;GUTMALONE SAC;ONDO;ZCE;MIRAFLORES;CA GENERAL MENDIBURU 845 LOCAL 101;-12.1128509;-77.0474686;MXJVS
FSE;210371;11715257;DANBAM SAC;;ZBQ;SAN BORJA;AV AVIACION 3299 URB. LAS MAGNOLIAS;-12.1030806;-77.0011821;JS
FSE;210375;11715331;EL MACETA SRL;DALMACIA;ZBE;MIRAFLORES;CA SAN FERNANDO 401 URB MIRAFLORES;-12.1323651;-77.0266638;MXJVS
FSE;210375;11715643;MIRKODONI SAC;;WA4;MIRAFLORES;CA TARAPACA 263;-12.1126731;-77.0320527;MXJVS
FSE;204571;11715644;CORPORACION ISAKIO SAC;CHICHARRONERIA KIO;WA4;SAN MIGUEL;AV UNIVERSITARIA 871 URB PANDO ET.;-12.0794957;-77.0819983;MJ
FSE;210368;11715718;FRANQUICIAS A & C SAC;;KG3;SAN JUAN DE LURIGANCHO;AV LURIGANCHO 997 URB ZARATE INDUS;-12.0161821;-76.9991472;LJ
FSE;210371;11715719;VITUSI SAC;CAFETERIA DONIZETTI;ZCE;SAN ISIDRO;AV JAVIER PRADO ESTE 1010 INT 104 U;-12.0905333;-77.0188996;LXV
